index,news_id,sentence,domain,label_0,label_1,label_2,label,split
0,0,<PERSON> holba capră stare goats motiv trailer distribuție <PERSON> <PERSON> <PERSON> <PERSON>,cronica-de-film,0,0,0,0,train
1,0,ambii promiti film reușit,cronica-de-film,0,0,0,0,train
2,0,dezamăgi film pleca senzație putea scenariu,cronica-de-film,1,0,0,0,train
3,0,idee simpatic imaginație scenarișt ridica nivel,cronica-de-film,1,0,0,0,train
4,0,scurt <PERSON> pleca  recâștiga respect <PERSON> combina <PERSON>,cronica-de-film,1,0,0,0,train
5,0,parte unitate ultrasecret armată american compune <PERSON> putere paranormal medium autointitulat războinic jedi,cronica-de-film,0,0,1,0,train
6,0,haios dealtfel trage armă dure precum <PERSON> standard dansa mirosi floare pacifist ecologic exemplu folose armă biodegradabil poluza mediu,cronica-de-film,0,0,1,0,train
7,0,nivel maxim tindea ucide putere minții,cronica-de-film,1,0,1,1,train
8,0,veni nume film băiat antrena capră holba încerca opri inimă,cronica-de-film,1,0,1,1,train
9,0,idee exploatat suficient,cronica-de-film,1,0,0,0,train
10,0,scenari ascunde idee american urmări vis găsi destin posibil îndeplini,cronica-de-film,1,0,0,0,train
11,0,film prost remarca deosebit,cronica-de-film,0,0,0,0,train
12,0,<PERSON> talentat omorî fotbal,cronica-de-film,1,1,1,1,train
13,1,ști <PERSON> decide retrage 2013,cronica-de-film,0,0,0,0,validation
14,1,vedea,cronica-de-film,0,0,0,0,validation
15,1,<PERSON> <PERSON> afla întru târziu <PERSON>  <PERSON> scăpa chiloț ști vizor,cronica-de-film,1,1,1,1,validation
16,1,împlini puhoi <PERSON> ști <PERSON> sânge <PERSON> <PERSON> etcetera aniversa gând vedea meschin,cronica-de-film,0,1,1,1,validation
17,1,idee iubi careva <PERSON>,cronica-de-film,1,0,1,1,validation
18,1,bărbatu-său juca <PERSON> putea sigur <PERSON> <PERSON>  confuz,cronica-de-film,0,0,1,0,validation
19,1,putea spune împinge intrigă temă idee dori principal <PERSON> vremuri presupune delecta confesiune dușmanii-popor primi cadou spovedanie,cronica-de-film,0,1,1,1,validation
20,1,propriu personal,cronica-de-film,0,1,0,0,validation
21,1,popă,cronica-de-film,0,0,0,0,validation
22,1,<PERSON> ateu convins,cronica-de-film,0,0,0,0,validation
23,1,convinge <PERSON> accepta,cronica-de-film,0,0,0,0,validation
24,1,parte interesant interacțiune moș <PERSON>,cronica-de-film,0,0,0,0,validation
25,1,vorbi,cronica-de-film,0,0,0,0,validation
26,1,chestie simbolic mijloc,cronica-de-film,0,0,0,0,validation
27,1,mișcare cameră plonjeu <PERSON> culca artă prinde rând <PERSON> fix <PERSON> spăla cădea <PERSON> vica/ <PERSON>,cronica-de-film,1,0,0,0,validation
28,1,fundal discuție cameră vecin,cronica-de-film,0,0,0,0,validation
29,1,putea lipsi jumătate personaj,cronica-de-film,1,0,0,0,validation
30,1,sfert dialog confruntare religie psihologie/ știință contextualiza artificial etcetera,cronica-de-film,1,0,0,0,validation
31,1,situație sufoca temă principal parte neverosimu,cronica-de-film,1,0,0,0,validation
32,1,culme inutilitate apariție sitcom <PERSON> chema vecin pune punct personaj <PERSON> reprezentant noii generație securist parlamentar înțelege,cronica-de-film,1,0,1,1,validation
33,1,notă mări joc <PERSON> <PERSON> <PERSON>,cronica-de-film,0,0,0,0,validation
34,1,notă,cronica-de-film,0,0,0,0,validation
35,2,continuă recomandare film cunoscut merita văzut 2016,cronica-de-film,1,0,0,0,train
36,2,criteriu selecție grad entertainment originalitate poveștii/ scenari imaginația/ inventivitate deschidere reflecție calitate cinematografic regie montaj joc actor etcetera,cronica-de-film,0,0,0,0,train
37,2,gog-seong wailing/ sat blestemat  2016 fantastic horror mister următor film recomandat producție obișnui crăciun,cronica-de-film,0,0,0,0,train
38,2,ambii film ho-ho-ho zurgălăi reîntregire familie substanță poveste original spus remarcabil,cronica-de-film,0,0,0,0,train
39,2,desigur sud-coreen an trece capodoperă ah-ga-ssi film notă,cronica-de-film,0,0,0,0,train
40,2,singur adevărat livra an trecut,cronica-de-film,0,0,0,0,train
41,2,garanta cinefil deschidere capitol horror asiatic neîntrecuți încoace  campioană indiscutabil,cronica-de-film,1,0,0,0,train
42,2,gog-seong confirma,cronica-de-film,1,0,0,0,train
43,2,ști cultură ochi oblic afla ghiduș amenința  bombă capabil înspăimânta crede,cronica-de-film,1,0,0,0,train
44,2,poveste aprecie măsură,cronica-de-film,0,0,0,0,train
45,2,<PERSON> comod vrea câștiga <PERSON> mustrând <PERSON> întrece măsură <PERSON> arunca pietre curte babe nebun înfrunta forță ră perfidie greu imagina,cronica-de-film,1,1,0,1,train
46,2,minte analitic demn sherlock capacitate discerne putea mândri <PERSON> clasic,cronica-de-film,0,0,0,0,train
47,2,viață <PERSON>,cronica-de-film,0,0,0,0,train
48,2,dramă mister tensiune răsturnare situație sperietură calitate ultim rând umor negru special,cronica-de-film,0,0,0,0,train
49,2,dark song  2016 dramă horror veste proast <PERSON> ouija intra legătură beyondu suficient tablă respectiv petrecere <PERSON> ales <PERSON> gândi discuție spirit uita viață complex aspect vorbă celebr  mână întins,cronica-de-film,0,0,1,0,train
50,2,convinge nivel ficțional dark song aborda eficient eternitate chestie destul greu procura închirieza dita conacu țară eventual  weekend angajeza ocultist lire manoperă sculă material plăti separat post apuca plânsu ieși casă gata treabă,cronica-de-film,0,1,1,1,train
51,2,treabă evident comporta risc neacoperi obișnuit asigurare sănătate etcetera,cronica-de-film,0,0,0,0,train
52,2,<PERSON> <PERSON> <PERSON> nume ales întâmplare vacanță afacere tărâm,cronica-de-film,0,0,0,0,train
53,2,<PERSON> speria,cronica-de-film,1,0,0,0,train
54,2,situație ști petrece graniță thriller psihologic horror,cronica-de-film,0,0,0,0,train
55,2,lung întâmpla chestie gând necurat,cronica-de-film,0,0,0,0,train
56,2,incertitudine fertil lucru scenarie,cronica-de-film,0,0,0,0,train
57,2,adevărat meseriaș abordat chestie ocultism,cronica-de-film,0,0,0,0,train
58,2,dialog joc actoricesc regie ancora suficient solid real întrebare,cronica-de-film,0,0,0,0,train
59,2,părea știință serios matematică limbă străin etcetera,cronica-de-film,0,0,0,0,train
60,2,<PERSON> întru serios documentare chestie sincronicitate aluzie indirect episod <PERSON> descoperi putea gândi ști spune,cronica-de-film,1,0,1,1,train
61,2,film deschizător drum obscuritate plot intenționat dark song pune rotiță minții mișcare ține scaun moment fior,cronica-de-film,0,0,0,0,train
62,2,descrie horror,cronica-de-film,1,0,0,0,train
63,2,invita încerca,cronica-de-film,0,0,0,0,train
64,3,lăsa demon,cronica-de-film,1,0,0,0,train
65,3,veni ember <PERSON> strica distracție cică realitate realitate conveni implementa diavolu schimb suge energie șest trage firu vecin,cronica-de-film,0,0,0,0,train
66,3,părea târg cinstit trăi ști fură mori fericit,cronica-de-film,1,0,0,0,train
67,3,nume ridicol ember arăta <PERSON>  îmbrăca kaki scaun rotile pletă slinos neras accesoriza butelcuță,cronica-de-film,0,0,1,0,train
68,3,personal,cronica-de-film,1,0,0,0,train
69,3,mbină valiză ban,cronica-de-film,0,0,1,0,train
70,3,salva <PERSON> bestie pretinde taxu-cel-iubitor,cronica-de-film,0,1,1,1,train
71,3,<PERSON> durea extensie ember spune ăsteia lume singur speranță etcetera,cronica-de-film,1,1,1,1,train
72,3,amatoricesc <PERSON> <PERSON> întreba ember <PERSON> <PERSON> simpatic răspunde științific afla <PERSON> fapt fază,cronica-de-film,0,0,1,0,train
73,3,putere,cronica-de-film,1,0,0,0,train
74,3,bază arhetipal petrece,cronica-de-film,0,0,0,0,train
75,3,imposibil spune,cronica-de-film,0,0,0,0,train
76,3,idee general atrăgător posedare plia realitate virtual soluție matrix inception,cronica-de-film,1,0,0,0,train
77,3,păcat idee mișto execuție lăsa dori absolut nivel,cronica-de-film,1,0,0,0,train
78,3,scenari stângaci lipsi ritm personaj jalnic <PERSON> reuși empatizeza final vrea cliffhanger obișnui producție lipsi suspans efect special coloană sonor coloană sonor greși supralicita dramatism impresie conflict practic întâmpla lucru bucată duios-senin rază-de-speranță total,cronica-de-film,1,1,0,1,train
79,3,nivel interpretare <PERSON> notă rest <PERSON>,cronica-de-film,1,0,0,0,train
80,3,<PERSON> cameron simpatic autist paranormal serial touch idiot pedepsi,cronica-de-film,1,0,1,1,train
81,3,,cronica-de-film,0,0,0,0,train
82,0,păcat,cronica-de-film,0,0,0,0,train
83,3,notă,cronica-de-film,0,0,0,0,train
84,0,<PERSON> basarabean spune învăța limbaj .net scăpa complet accent moldovenesc,it-stiinta,1,1,1,1,train
85,0,putea trezi <PERSON> încerca converti .net,it-stiinta,1,1,1,1,train
86,0,programator .net obsedat ordine aprostrofează <PERSON> <PERSON> împerecha șosetele greșit,it-stiinta,1,1,1,1,train
87,0,hobby programator .net ridica <PERSON> autobuz aranja funcție înălțime,it-stiinta,1,1,1,1,train
88,0,princip,it-stiinta,0,0,0,0,train
89,0,<PERSON> primi excursie gratis  refuza adept .net,it-stiinta,1,1,1,1,train
90,0,programator .net obsedat ordine calca șervețelă sită -uri porno uita monocl,it-stiinta,1,1,1,1,train
91,0,programator .net participa maraton arhitectură traseu găsi traseu scurt descalifica,it-stiinta,1,1,1,1,train
92,0,dedica,it-stiinta,0,0,0,0,train
93,0,înjurătură celebr scrie însemna exista,it-stiinta,1,1,1,1,train
94,0,băga <PERSON> visual studio programator .net motiv ieși <PERSON>,it-stiinta,1,1,1,1,train
95,0,aplica considere suficient,it-stiinta,1,0,0,0,train
96,1,plângere inedit caracalean cătălin,it-stiinta,0,0,0,0,validation
97,1,<PERSON> plânge înghiți -uri conține antiviruș stare sănătate îmbunătăți deloc,it-stiinta,1,0,1,1,validation
98,1,dimpotrivă alege durere stomac real problemă așează toaletă,it-stiinta,1,0,1,1,validation
99,1,păcăli acuza <PERSON>,it-stiinta,1,0,0,0,validation
100,1,bucată înghiți pisa băut simți,it-stiinta,1,0,1,1,validation
101,1,scrie insert disk into drive explicație,it-stiinta,1,0,0,0,validation
102,1,crede presupune corect veni gură,it-stiinta,1,0,1,1,validation
103,1,dovedi ulterior caracalean înghiți antivirus  concepe special -uri,it-stiinta,1,0,0,0,validation
104,1,presupune nume <PERSON> scăpa viruși însemna scăpa viruși <PERSON> <PERSON> <PERSON>,it-stiinta,1,1,1,1,validation
105,1,discriminare,it-stiinta,0,0,0,0,validation
106,1,<PERSON>,it-stiinta,1,0,0,0,validation
107,1,păcăli plăti tuna <PERSON>,it-stiinta,0,0,0,0,validation
108,1,articol recomanda ,it-stiinta,1,1,0,1,validation
109,2,discovery channel încheia contract cumpăra locomotivă necesar filmare încetinitor documentar fascinantă lume insectă,it-stiinta,1,1,1,1,train
110,2,locomotivă ideal,it-stiinta,1,0,0,0,train
111,2,rând putea apropia nesimțit insectă dori filmă putea deplasăm viteză comparabil metru viteză maxim locomotivă românesc susține <PERSON> producător emisiună lume insectă,it-stiinta,1,1,1,1,train
112,2,echipă filmare discovery declara extrem mulțumi locomotivă lua preț scuti investiție milion euro cameră video performant 2000 euro șpagă portar intră minister transport 4-5.000 diverși <PERSON>,it-stiinta,1,1,1,1,train
113,2,exista ministru probabil costa declara <PERSON>,it-stiinta,1,1,1,1,train
114,3,<PERSON> român intra carte recordurilor atinge viteză km/h  deplasa ,it-stiinta,1,1,1,1,train
115,3,<PERSON> volan autoturism dacia opri <PERSON> întreba şti viteză răspunza convinge pierde permis,it-stiinta,1,0,0,0,train
116,3,moment <PERSON> spune circulam km/h viteză perfect legal atinge localitate ,it-stiinta,1,1,0,1,train
117,3,suna <PERSON> lua legătură guiness book,it-stiinta,1,0,1,1,train
118,3,lucru întâmpla repede trezi diploma 400.000 dolar cont <PERSON>,it-stiinta,1,0,0,0,train
119,3,şofer susține datora <PERSON> vigilent vedea radar circula înregistra imediat filmare accepta probă <PERSON>,it-stiinta,1,0,0,0,train
